Lawyer ID,Entity Type,Company Name,Attorney Name,Primary Email,Phone,Location,Practice Area,Website,Total Emails,Verified Emails,Completeness Score,Quality Score,Last Updated
7099,law_firm,"The McClellan Law Firm, PLC",N/A,ContactUs,+16029222529,"Denver, Colorado",Personal Injury,https://www.mcclellanlawaz.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:12.034214+00:00
7098,law_firm,Genesis Legal Group,N/A,ContactUs,+16028998139,"Denver, Colorado",Personal Injury,https://genesislegalgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:13.792763+00:00
7097,law_firm,SG Law,N/A,ContactUs,+14807021211,"Denver, Colorado",Personal Injury,http://www.sgazlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:13.650534+00:00
7096,law_firm,"Downing, Allison & Jorgenson National Vaccine Injury
                    Lawyers",N/A,ContactUs,+18887474529,"Denver, Colorado",Personal Injury,https://www.nationalvaccineinjurylawyer.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:12.902234+00:00
7095,law_firm,Ffox Law,N/A,ContactUs,+16029225490,"Denver, Colorado",Personal Injury,N/A,1,1,56.666666666666664,75.0,2025-10-24T07:35:13.853810+00:00
7094,law_firm,Phillips Law Group,N/A,ContactUs,+16022222222,"Denver, Colorado",Personal Injury,https://www.phillipslaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:15.138870+00:00
7093,law_firm,Allen Law Firm,N/A,ContactUs,+18557190076,"Denver, Colorado",Personal Injury,https://goodazlawyers.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:15.045191+00:00
7092,law_firm,Ramos Law,N/A,ContactUs,+13034816163,"Denver, Colorado",Personal Injury,https://www.ramoslaw.com/findlaw/,1,1,68.33333333333334,75.0,2025-10-24T07:35:16.038504+00:00
7091,law_firm,Shapiro Law Team,N/A,ContactUs,+14803005405,"Denver, Colorado",Personal Injury,https://www.shapirolawaz.com/,1,1,68.33333333333334,75.0,2025-10-24T07:35:15.853787+00:00
7090,law_firm,Thompson Law,N/A,ContactUs,+18444722910,"Denver, Colorado",Personal Injury,https://1800lionlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:17.961212+00:00
7089,law_firm,Ciccarelli Law Offices,N/A,ContactUs,+16104728933,"Denver, Colorado",Personal Injury,http://www.pajusticeattorneys.com/,1,1,68.33333333333334,75.0,2025-10-24T07:35:18.178412+00:00
7088,law_firm,"The Valley Law Group, LLC",N/A,ContactUs,+14808679002,"Denver, Colorado",Personal Injury,https://thevalleylawgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:17.216842+00:00
7087,law_firm,The Valley Law Group,N/A,ContactUs,+14808679002,"Denver, Colorado",Personal Injury,https://thevalleylawgroup.com/practice-areas/personal-injury-law/?adSubId=4228834,1,1,68.33333333333334,75.0,2025-10-24T07:35:18.795564+00:00
7086,law_firm,Genesis Injury & Accident Lawyers,N/A,ContactUs,+16028998139,"Denver, Colorado",Personal Injury,https://theazaccidentinjuryattorney.com/?adSubId=4054322,1,1,68.33333333333334,75.0,2025-10-24T07:35:18.851443+00:00
7085,law_firm,"Gallagher & Kennedy, P.A.",N/A,N/A,N/A,"Washington, District Of Columbia",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:35:20.503095+00:00
7084,law_firm,Lazzara Law Firm,N/A,N/A,N/A,"Washington, District Of Columbia",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:35:20.755588+00:00
7083,law_firm,"Resnick & Louis, P.C.",N/A,N/A,N/A,"Washington, District Of Columbia",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:35:20.814401+00:00
7082,law_firm,"Perez Law Group, PLLC",N/A,N/A,N/A,"Washington, District Of Columbia",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:35:22.238596+00:00
7081,law_firm,Hirsch & Lyon Accident Law PLLC,N/A,ContactUs,+16022647700,"Washington, District Of Columbia",Personal Injury,https://www.hirschandlyonaccidentlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:22.735761+00:00
7080,law_firm,"Tawney, Acosta & Chaparro P.C.",N/A,ContactUs,+19152436200,"Washington, District Of Columbia",Personal Injury,https://ftalawfirm.com/,1,1,68.33333333333334,75.0,2025-10-24T07:35:23.797638+00:00
7079,law_firm,"The McClellan Law Firm, PLC",N/A,ContactUs,+16029222529,"Washington, District Of Columbia",Personal Injury,https://www.mcclellanlawaz.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:24.059927+00:00
7078,law_firm,Genesis Legal Group,N/A,ContactUs,+16028998139,"Washington, District Of Columbia",Personal Injury,https://genesislegalgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:23.549014+00:00
7077,law_firm,SG Law,N/A,ContactUs,+14807021211,"Washington, District Of Columbia",Personal Injury,http://www.sgazlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:25.950593+00:00
7076,law_firm,"Downing, Allison & Jorgenson National Vaccine Injury
                    Lawyers",N/A,ContactUs,+18887474529,"Washington, District Of Columbia",Personal Injury,https://www.nationalvaccineinjurylawyer.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:26.281111+00:00
7075,law_firm,Ffox Law,N/A,ContactUs,+16029225490,"Washington, District Of Columbia",Personal Injury,N/A,1,1,56.666666666666664,75.0,2025-10-24T07:35:25.242215+00:00
7074,law_firm,Phillips Law Group,N/A,ContactUs,+16022222222,"Washington, District Of Columbia",Personal Injury,https://www.phillipslaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:25.664337+00:00
7073,law_firm,Allen Law Firm,N/A,ContactUs,+18557190076,"Washington, District Of Columbia",Personal Injury,https://goodazlawyers.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:27.360474+00:00
7072,law_firm,Ramos Law,N/A,ContactUs,+13034816163,"Washington, District Of Columbia",Personal Injury,https://www.ramoslaw.com/findlaw/,1,1,68.33333333333334,75.0,2025-10-24T07:35:27.567601+00:00
7071,law_firm,Shapiro Law Team,N/A,ContactUs,+14803005405,"Washington, District Of Columbia",Personal Injury,https://www.shapirolawaz.com/,1,1,68.33333333333334,75.0,2025-10-24T07:35:27.795027+00:00
7070,law_firm,Thompson Law,N/A,ContactUs,+18444722910,"Washington, District Of Columbia",Personal Injury,https://1800lionlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:27.549851+00:00
7069,law_firm,Ciccarelli Law Offices,N/A,ContactUs,+16104728933,"Washington, District Of Columbia",Personal Injury,http://www.pajusticeattorneys.com/,1,1,68.33333333333334,75.0,2025-10-24T07:35:29.752445+00:00
7068,law_firm,"The Valley Law Group, LLC",N/A,ContactUs,+14808679002,"Washington, District Of Columbia",Personal Injury,https://thevalleylawgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:29.990926+00:00
7067,law_firm,The Valley Law Group,N/A,ContactUs,+14808679002,"Washington, District Of Columbia",Personal Injury,https://thevalleylawgroup.com/practice-areas/personal-injury-law/?adSubId=4228834,1,1,68.33333333333334,75.0,2025-10-24T07:35:30.828385+00:00
7066,law_firm,Genesis Injury & Accident Lawyers,N/A,ContactUs,+16028998139,"Washington, District Of Columbia",Personal Injury,https://theazaccidentinjuryattorney.com/?adSubId=4054322,1,1,68.33333333333334,75.0,2025-10-24T07:35:30.113102+00:00
7065,law_firm,"Gallagher & Kennedy, P.A.",N/A,N/A,N/A,"Jacksonville, Florida",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:35:32.411463+00:00
7064,law_firm,Lazzara Law Firm,N/A,N/A,N/A,"Jacksonville, Florida",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:35:32.417433+00:00
7063,law_firm,"Resnick & Louis, P.C.",N/A,N/A,N/A,"Jacksonville, Florida",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:35:33.092275+00:00
7062,law_firm,"Perez Law Group, PLLC",N/A,N/A,N/A,"Jacksonville, Florida",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:35:32.914114+00:00
7061,law_firm,Hirsch & Lyon Accident Law PLLC,N/A,ContactUs,+16022647700,"Jacksonville, Florida",Personal Injury,https://www.hirschandlyonaccidentlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:34.197767+00:00
7060,law_firm,"Tawney, Acosta & Chaparro P.C.",N/A,ContactUs,+19152436200,"Jacksonville, Florida",Personal Injury,https://ftalawfirm.com/,1,1,68.33333333333334,75.0,2025-10-24T07:35:34.919093+00:00
7059,law_firm,"The McClellan Law Firm, PLC",N/A,ContactUs,+16029222529,"Jacksonville, Florida",Personal Injury,https://www.mcclellanlawaz.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:35.534791+00:00
7058,law_firm,Genesis Legal Group,N/A,ContactUs,+16028998139,"Jacksonville, Florida",Personal Injury,https://genesislegalgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:35.599368+00:00
7057,law_firm,SG Law,N/A,ContactUs,+14807021211,"Jacksonville, Florida",Personal Injury,http://www.sgazlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:35.786985+00:00
7056,law_firm,"Downing, Allison & Jorgenson National Vaccine Injury
                    Lawyers",N/A,ContactUs,+18887474529,"Jacksonville, Florida",Personal Injury,https://www.nationalvaccineinjurylawyer.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:36.982372+00:00
7055,law_firm,Ffox Law,N/A,ContactUs,+16029225490,"Jacksonville, Florida",Personal Injury,N/A,1,1,56.666666666666664,75.0,2025-10-24T07:35:37.748679+00:00
7054,law_firm,Phillips Law Group,N/A,ContactUs,+16022222222,"Jacksonville, Florida",Personal Injury,https://www.phillipslaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:36.929862+00:00
7053,law_firm,Allen Law Firm,N/A,ContactUs,+18557190076,"Jacksonville, Florida",Personal Injury,https://goodazlawyers.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:37.456692+00:00
7052,law_firm,Ramos Law,N/A,ContactUs,+13034816163,"Jacksonville, Florida",Personal Injury,https://www.ramoslaw.com/findlaw/,1,1,68.33333333333334,75.0,2025-10-24T07:35:39.378047+00:00
7051,law_firm,Shapiro Law Team,N/A,ContactUs,+14803005405,"Jacksonville, Florida",Personal Injury,https://www.shapirolawaz.com/,1,1,68.33333333333334,75.0,2025-10-24T07:35:39.076797+00:00
7050,law_firm,Thompson Law,N/A,ContactUs,+18444722910,"Jacksonville, Florida",Personal Injury,https://1800lionlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:40.598099+00:00
7049,law_firm,Ciccarelli Law Offices,N/A,ContactUs,+16104728933,"Jacksonville, Florida",Personal Injury,http://www.pajusticeattorneys.com/,1,1,68.33333333333334,75.0,2025-10-24T07:35:40.396198+00:00
7048,law_firm,"The Valley Law Group, LLC",N/A,ContactUs,+14808679002,"Jacksonville, Florida",Personal Injury,https://thevalleylawgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:41.835720+00:00
7047,law_firm,The Valley Law Group,N/A,ContactUs,+14808679002,"Jacksonville, Florida",Personal Injury,https://thevalleylawgroup.com/practice-areas/personal-injury-law/?adSubId=4228834,1,1,68.33333333333334,75.0,2025-10-24T07:35:42.393313+00:00
7046,law_firm,Genesis Injury & Accident Lawyers,N/A,ContactUs,+16028998139,"Jacksonville, Florida",Personal Injury,https://theazaccidentinjuryattorney.com/?adSubId=4054322,1,1,68.33333333333334,75.0,2025-10-24T07:35:42.786053+00:00
7045,law_firm,"Gallagher & Kennedy, P.A.",N/A,N/A,N/A,"Miami, Florida",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:35:43.087278+00:00
7044,law_firm,Lazzara Law Firm,N/A,N/A,N/A,"Miami, Florida",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:35:44.398747+00:00
7043,law_firm,"Resnick & Louis, P.C.",N/A,N/A,N/A,"Miami, Florida",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:35:45.446342+00:00
7042,law_firm,"Perez Law Group, PLLC",N/A,N/A,N/A,"Miami, Florida",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:35:45.661822+00:00
7041,law_firm,Hirsch & Lyon Accident Law PLLC,N/A,ContactUs,+16022647700,"Miami, Florida",Personal Injury,https://www.hirschandlyonaccidentlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:45.346111+00:00
7040,law_firm,"Tawney, Acosta & Chaparro P.C.",N/A,ContactUs,+19152436200,"Miami, Florida",Personal Injury,https://ftalawfirm.com/,1,1,68.33333333333334,75.0,2025-10-24T07:35:47.288173+00:00
7039,law_firm,"The McClellan Law Firm, PLC",N/A,ContactUs,+16029222529,"Miami, Florida",Personal Injury,https://www.mcclellanlawaz.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:47.326371+00:00
7038,law_firm,Genesis Legal Group,N/A,ContactUs,+16028998139,"Miami, Florida",Personal Injury,https://genesislegalgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:48.045892+00:00
7037,law_firm,SG Law,N/A,ContactUs,+14807021211,"Miami, Florida",Personal Injury,http://www.sgazlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:47.941354+00:00
7036,law_firm,"Downing, Allison & Jorgenson National Vaccine Injury
                    Lawyers",N/A,ContactUs,+18887474529,"Miami, Florida",Personal Injury,https://www.nationalvaccineinjurylawyer.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:49.787789+00:00
7035,law_firm,Ffox Law,N/A,ContactUs,+16029225490,"Miami, Florida",Personal Injury,N/A,1,1,56.666666666666664,75.0,2025-10-24T07:35:49.021628+00:00
7034,law_firm,Phillips Law Group,N/A,ContactUs,+16022222222,"Miami, Florida",Personal Injury,https://www.phillipslaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:50.556162+00:00
7033,law_firm,Allen Law Firm,N/A,ContactUs,+18557190076,"Miami, Florida",Personal Injury,https://goodazlawyers.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:50.101639+00:00
7032,law_firm,Ramos Law,N/A,ContactUs,+13034816163,"Miami, Florida",Personal Injury,https://www.ramoslaw.com/findlaw/,1,1,68.33333333333334,75.0,2025-10-24T07:35:51.715162+00:00
7031,law_firm,Shapiro Law Team,N/A,ContactUs,+14803005405,"Miami, Florida",Personal Injury,https://www.shapirolawaz.com/,1,1,68.33333333333334,75.0,2025-10-24T07:35:52.564933+00:00
7030,law_firm,Thompson Law,N/A,ContactUs,+18444722910,"Miami, Florida",Personal Injury,https://1800lionlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:53.028723+00:00
7029,law_firm,Ciccarelli Law Offices,N/A,ContactUs,+16104728933,"Miami, Florida",Personal Injury,http://www.pajusticeattorneys.com/,1,1,68.33333333333334,75.0,2025-10-24T07:35:52.774716+00:00
7028,law_firm,"The Valley Law Group, LLC",N/A,ContactUs,+14808679002,"Miami, Florida",Personal Injury,https://thevalleylawgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:54.789064+00:00
7027,law_firm,The Valley Law Group,N/A,ContactUs,+14808679002,"Miami, Florida",Personal Injury,https://thevalleylawgroup.com/practice-areas/personal-injury-law/?adSubId=4228834,1,1,68.33333333333334,75.0,2025-10-24T07:35:54.408451+00:00
7026,law_firm,Genesis Injury & Accident Lawyers,N/A,ContactUs,+16028998139,"Miami, Florida",Personal Injury,https://theazaccidentinjuryattorney.com/?adSubId=4054322,1,1,68.33333333333334,75.0,2025-10-24T07:35:54.622949+00:00
7025,law_firm,"Gallagher & Kennedy, P.A.",N/A,N/A,N/A,"Orlando, Florida",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:35:54.743999+00:00
7024,law_firm,Lazzara Law Firm,N/A,N/A,N/A,"Orlando, Florida",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:35:56.114971+00:00
7023,law_firm,"Resnick & Louis, P.C.",N/A,N/A,N/A,"Orlando, Florida",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:35:56.593503+00:00
7022,law_firm,"Perez Law Group, PLLC",N/A,N/A,N/A,"Orlando, Florida",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:35:56.614749+00:00
7021,law_firm,Hirsch & Lyon Accident Law PLLC,N/A,ContactUs,+16022647700,"Orlando, Florida",Personal Injury,https://www.hirschandlyonaccidentlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:56.547171+00:00
7020,law_firm,"Tawney, Acosta & Chaparro P.C.",N/A,ContactUs,+19152436200,"Orlando, Florida",Personal Injury,https://ftalawfirm.com/,1,1,68.33333333333334,75.0,2025-10-24T07:35:57.744242+00:00
7019,law_firm,"The McClellan Law Firm, PLC",N/A,ContactUs,+16029222529,"Orlando, Florida",Personal Injury,https://www.mcclellanlawaz.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:59.389098+00:00
7018,law_firm,Genesis Legal Group,N/A,ContactUs,+16028998139,"Orlando, Florida",Personal Injury,https://genesislegalgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:59.200984+00:00
7017,law_firm,SG Law,N/A,ContactUs,+14807021211,"Orlando, Florida",Personal Injury,http://www.sgazlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:58.080389+00:00
7016,law_firm,"Downing, Allison & Jorgenson National Vaccine Injury
                    Lawyers",N/A,ContactUs,+18887474529,"Orlando, Florida",Personal Injury,https://www.nationalvaccineinjurylawyer.com,1,1,68.33333333333334,75.0,2025-10-24T07:35:59.540022+00:00
7015,law_firm,Ffox Law,N/A,ContactUs,+16029225490,"Orlando, Florida",Personal Injury,N/A,1,1,56.666666666666664,75.0,2025-10-24T07:36:00.121312+00:00
7014,law_firm,Phillips Law Group,N/A,ContactUs,+16022222222,"Orlando, Florida",Personal Injury,https://www.phillipslaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:01.341487+00:00
7013,law_firm,Allen Law Firm,N/A,ContactUs,+18557190076,"Orlando, Florida",Personal Injury,https://goodazlawyers.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:02.421806+00:00
7012,law_firm,Ramos Law,N/A,ContactUs,+13034816163,"Orlando, Florida",Personal Injury,https://www.ramoslaw.com/findlaw/,1,1,68.33333333333334,75.0,2025-10-24T07:36:02.081026+00:00
7011,law_firm,Shapiro Law Team,N/A,ContactUs,+14803005405,"Orlando, Florida",Personal Injury,https://www.shapirolawaz.com/,1,1,68.33333333333334,75.0,2025-10-24T07:36:02.704887+00:00
7010,law_firm,Thompson Law,N/A,ContactUs,+18444722910,"Orlando, Florida",Personal Injury,https://1800lionlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:02.819324+00:00
7009,law_firm,Ciccarelli Law Offices,N/A,ContactUs,+16104728933,"Orlando, Florida",Personal Injury,http://www.pajusticeattorneys.com/,1,1,68.33333333333334,75.0,2025-10-24T07:36:03.568278+00:00
7008,law_firm,"The Valley Law Group, LLC",N/A,ContactUs,+14808679002,"Orlando, Florida",Personal Injury,https://thevalleylawgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:04.010185+00:00
7007,law_firm,The Valley Law Group,N/A,ContactUs,+14808679002,"Orlando, Florida",Personal Injury,https://thevalleylawgroup.com/practice-areas/personal-injury-law/?adSubId=4228834,1,1,68.33333333333334,75.0,2025-10-24T07:36:04.077446+00:00
7006,law_firm,Genesis Injury & Accident Lawyers,N/A,ContactUs,+16028998139,"Orlando, Florida",Personal Injury,https://theazaccidentinjuryattorney.com/?adSubId=4054322,1,1,68.33333333333334,75.0,2025-10-24T07:36:05.862025+00:00
7005,law_firm,"Gallagher & Kennedy, P.A.",N/A,N/A,N/A,"Tampa, Florida",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:36:06.758047+00:00
7004,law_firm,Lazzara Law Firm,N/A,N/A,N/A,"Tampa, Florida",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:36:06.440091+00:00
7003,law_firm,"Resnick & Louis, P.C.",N/A,N/A,N/A,"Tampa, Florida",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:36:06.218765+00:00
7002,law_firm,"Perez Law Group, PLLC",N/A,N/A,N/A,"Tampa, Florida",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:36:07.485968+00:00
7001,law_firm,Hirsch & Lyon Accident Law PLLC,N/A,ContactUs,+16022647700,"Tampa, Florida",Personal Injury,https://www.hirschandlyonaccidentlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:07.702910+00:00
7000,law_firm,"Tawney, Acosta & Chaparro P.C.",N/A,ContactUs,+19152436200,"Tampa, Florida",Personal Injury,https://ftalawfirm.com/,1,1,68.33333333333334,75.0,2025-10-24T07:36:08.840914+00:00
6999,law_firm,"The McClellan Law Firm, PLC",N/A,ContactUs,+16029222529,"Tampa, Florida",Personal Injury,https://www.mcclellanlawaz.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:08.404516+00:00
6998,law_firm,Genesis Legal Group,N/A,ContactUs,+16028998139,"Tampa, Florida",Personal Injury,https://genesislegalgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:09.761413+00:00
6997,law_firm,SG Law,N/A,ContactUs,+14807021211,"Tampa, Florida",Personal Injury,http://www.sgazlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:10.636490+00:00
6996,law_firm,"Downing, Allison & Jorgenson National Vaccine Injury
                    Lawyers",N/A,ContactUs,+18887474529,"Tampa, Florida",Personal Injury,https://www.nationalvaccineinjurylawyer.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:10.245567+00:00
6995,law_firm,Ffox Law,N/A,ContactUs,+16029225490,"Tampa, Florida",Personal Injury,N/A,1,1,56.666666666666664,75.0,2025-10-24T07:36:11.981927+00:00
6994,law_firm,Phillips Law Group,N/A,ContactUs,+16022222222,"Tampa, Florida",Personal Injury,https://www.phillipslaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:11.446554+00:00
6993,law_firm,Allen Law Firm,N/A,ContactUs,+18557190076,"Tampa, Florida",Personal Injury,https://goodazlawyers.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:12.117052+00:00
6992,law_firm,Ramos Law,N/A,ContactUs,+13034816163,"Tampa, Florida",Personal Injury,https://www.ramoslaw.com/findlaw/,1,1,68.33333333333334,75.0,2025-10-24T07:36:12.057325+00:00
6991,law_firm,Shapiro Law Team,N/A,ContactUs,+14803005405,"Tampa, Florida",Personal Injury,https://www.shapirolawaz.com/,1,1,68.33333333333334,75.0,2025-10-24T07:36:13.215794+00:00
6990,law_firm,Thompson Law,N/A,ContactUs,+18444722910,"Tampa, Florida",Personal Injury,https://1800lionlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:14.528201+00:00
6989,law_firm,Ciccarelli Law Offices,N/A,ContactUs,+16104728933,"Tampa, Florida",Personal Injury,http://www.pajusticeattorneys.com/,1,1,68.33333333333334,75.0,2025-10-24T07:36:14.149555+00:00
6988,law_firm,"The Valley Law Group, LLC",N/A,ContactUs,+14808679002,"Tampa, Florida",Personal Injury,https://thevalleylawgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:14.614611+00:00
6987,law_firm,The Valley Law Group,N/A,ContactUs,+14808679002,"Tampa, Florida",Personal Injury,https://thevalleylawgroup.com/practice-areas/personal-injury-law/?adSubId=4228834,1,1,68.33333333333334,75.0,2025-10-24T07:36:14.875083+00:00
6986,law_firm,Genesis Injury & Accident Lawyers,N/A,ContactUs,+16028998139,"Tampa, Florida",Personal Injury,https://theazaccidentinjuryattorney.com/?adSubId=4054322,1,1,68.33333333333334,75.0,2025-10-24T07:36:17.196372+00:00
6985,law_firm,"Gallagher & Kennedy, P.A.",N/A,N/A,N/A,"Atlanta, Georgia",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:36:17.183660+00:00
6984,law_firm,Lazzara Law Firm,N/A,N/A,N/A,"Atlanta, Georgia",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:36:17.925197+00:00
6983,law_firm,"Resnick & Louis, P.C.",N/A,N/A,N/A,"Atlanta, Georgia",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:36:17.597582+00:00
6982,law_firm,"Perez Law Group, PLLC",N/A,N/A,N/A,"Atlanta, Georgia",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:36:19.249477+00:00
6981,law_firm,Hirsch & Lyon Accident Law PLLC,N/A,ContactUs,+16022647700,"Atlanta, Georgia",Personal Injury,https://www.hirschandlyonaccidentlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:19.455745+00:00
6980,law_firm,"Tawney, Acosta & Chaparro P.C.",N/A,ContactUs,+19152436200,"Atlanta, Georgia",Personal Injury,https://ftalawfirm.com/,1,1,68.33333333333334,75.0,2025-10-24T07:36:20.122072+00:00
6979,law_firm,"The McClellan Law Firm, PLC",N/A,ContactUs,+16029222529,"Atlanta, Georgia",Personal Injury,https://www.mcclellanlawaz.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:19.362899+00:00
6978,law_firm,Genesis Legal Group,N/A,ContactUs,+16028998139,"Atlanta, Georgia",Personal Injury,https://genesislegalgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:21.108064+00:00
6977,law_firm,SG Law,N/A,ContactUs,+14807021211,"Atlanta, Georgia",Personal Injury,http://www.sgazlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:20.632160+00:00
6976,law_firm,"Downing, Allison & Jorgenson National Vaccine Injury
                    Lawyers",N/A,ContactUs,+18887474529,"Atlanta, Georgia",Personal Injury,https://www.nationalvaccineinjurylawyer.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:20.843696+00:00
6975,law_firm,Ffox Law,N/A,ContactUs,+16029225490,"Atlanta, Georgia",Personal Injury,N/A,1,1,56.666666666666664,75.0,2025-10-24T07:36:22.294026+00:00
6974,law_firm,Phillips Law Group,N/A,ContactUs,+16022222222,"Atlanta, Georgia",Personal Injury,https://www.phillipslaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:23.548550+00:00
6973,law_firm,Allen Law Firm,N/A,ContactUs,+18557190076,"Atlanta, Georgia",Personal Injury,https://goodazlawyers.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:23.160791+00:00
6972,law_firm,Ramos Law,N/A,ContactUs,+13034816163,"Atlanta, Georgia",Personal Injury,https://www.ramoslaw.com/findlaw/,1,1,68.33333333333334,75.0,2025-10-24T07:36:23.856060+00:00
6971,law_firm,Shapiro Law Team,N/A,ContactUs,+14803005405,"Atlanta, Georgia",Personal Injury,https://www.shapirolawaz.com/,1,1,68.33333333333334,75.0,2025-10-24T07:36:25.065196+00:00
6970,law_firm,Thompson Law,N/A,ContactUs,+18444722910,"Atlanta, Georgia",Personal Injury,https://1800lionlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:24.764494+00:00
6969,law_firm,Ciccarelli Law Offices,N/A,ContactUs,+16104728933,"Atlanta, Georgia",Personal Injury,http://www.pajusticeattorneys.com/,1,1,68.33333333333334,75.0,2025-10-24T07:36:26.395412+00:00
6968,law_firm,"The Valley Law Group, LLC",N/A,ContactUs,+14808679002,"Atlanta, Georgia",Personal Injury,https://thevalleylawgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:36:25.834887+00:00
6967,law_firm,The Valley Law Group,N/A,ContactUs,+14808679002,"Atlanta, Georgia",Personal Injury,https://thevalleylawgroup.com/practice-areas/personal-injury-law/?adSubId=4228834,1,1,68.33333333333334,75.0,2025-10-24T07:36:27.826470+00:00
